WM_ID	Centroid_X	Centroid_Y	SR_M	SR_A	SR_B	SR_SUM	REGION_2016	REGION_2017	grid_bio1	grid_bio2	grid_bio3	grid_bio4	grid_bio5	grid_bio6	grid_bio7	grid_bio8	grid_bio9	grid_bio10	grid_bio11	grid_bio12	grid_bio13	grid_bio14	grid_bio15	grid_bio16	grid_bio17	grid_bio18	grid_bio19	pet_ann	Countpnts_t	Avg_t	Range_t	Countpnts_SP	Avg_TSP	Avg_USP	Avg_SSP	Avg_erlong	Avg_HERM02	Avg_HERM24	Avg_HERM46	Avg_HERM68	Avg_HERM81	Avg_HERM10	Avg_HERMER	soil_var	dem_range	Avg_Z	Min_Z	Max_Z	Range_Z	Rugg_avg	Rugg_range	Countpnts_cosmo	E_Calc	dE_Calc	RELIEF_MIN	RELIEF_MAX	RELIEF_RNG	RELIEF_MN	RELIEF_STD	REALM
22238	97.5	28.5	154	16	404	574	TIBET_HIM	TIBET_HIM	35.95	67.96	286.66	5932.41	136.05	-101.27	237.32	111.05	-44.01	111.13	-47.00	1247.76	220.09	13.90	65.53	629.52	45.93	629.33	46.59	1156.75	5.00	3.98	1.70	5.00	10281352.40	690.19	57.14	0.74	0.50	0.47	0.35	0.35	0.35	0.35	0.39	12.00	4686.00	2024.60	1630.00	2453.00	823.00	678.31	1697.00	0	0.00	0.00	1603.69	5162.07	3558.38	3807.88	764.99	Tibetan
22239	98.5	28.5	166	15	323	504	TIBET_HIM	TIBET_HIM	46.60	66.97	290.88	5793.20	147.19	-83.19	230.38	119.26	-26.06	119.59	-33.83	861.98	151.62	10.78	65.15	426.59	40.12	411.54	43.64	973.00	6.00	26.32	39.50	6.00	45159959.98	937.60	63.61	0.28	0.14	0.13	0.11	0.11	0.11	0.11	0.12	12.00	4941.00	3018.50	2430.00	3608.00	1178.00	761.40	1328.00	3	305.08	37.95	2109.24	5307.59	3198.34	3815.39	676.36	Tibetan
22240	99.5	28.5	132	17	315	464	TIBET_HIM	TIBET_HIM	50.61	72.52	311.34	5698.78	152.98	-80.01	232.99	120.90	-25.70	122.72	-28.29	503.90	131.56	3.17	104.29	376.88	11.72	326.79	12.07	914.25	3.00	24.93	26.00	3.00	7934483.42	161.57	11.94	0.17	0.15	0.14	0.13	0.13	0.13	0.13	0.13	14.00	3244.00	3845.67	2764.00	4537.00	1773.00	611.44	1407.00	1	22.57	2.49	2466.21	4976.52	2510.31	3743.33	529.67	Tibetan
22242	101.5	28.5	126	23	285	434	TIBET_HIM	TIBET_HIM	65.01	80.21	349.18	5153.93	162.71	-67.04	229.75	129.77	-9.16	130.14	-9.25	897.01	207.03	2.52	102.14	594.45	7.95	579.43	7.95	1054.25	7.00	10.51	11.30	7.00	101173825.17	1585.85	92.98	0.36	0.33	0.33	0.27	0.10	0.10	0.18	0.22	15.00	3960.00	1884.57	1489.00	2596.00	1107.00	667.55	1455.00	4	609.13	71.95	1903.79	4637.28	2733.48	3432.26	637.34	Tibetan
22586	85.5	27.5	143	33	511	687		TIBET_HIM	180.58	86.16	351.78	5297.38	273.59	28.62	244.98	237.52	122.66	239.13	97.93	1940.31	527.82	10.00	110.65	1449.80	36.31	1253.66	45.66	1161.25	20.00	3.86	7.70	20.00	2168398.32	238.06	13.30	0.95	0.35	0.35	0.49	0.46	0.47	0.52	0.44	14.00	4330.00	1597.15	650.00	2500.00	1850.00	362.74	1328.00	0	0.00	0.00	78.41	3894.17	3815.76	1090.26	722.93	Tibetan
22590	89.5	27.5	141	17	450	608	TIBET_HIM	TIBET_HIM	64.76	71.33	318.38	5303.21	158.97	-65.32	224.29	132.41	13.66	133.43	-7.25	1209.88	282.44	5.00	94.10	799.39	16.38	766.56	28.62	1046.25	13.00	3.85	5.30	13.00	7387767.94	452.87	38.66	0.85	0.70	0.45	0.33	0.34	0.35	0.35	0.42	16.00	6611.00	2019.54	881.00	4729.00	3848.00	590.49	1455.00	0	0.00	0.00	893.62	5588.83	4695.21	3399.24	1036.19	Tibetan
22591	90.5	27.5	104	15	395	514	TIBET_HIM	TIBET_HIM	77.35	71.49	315.52	5327.62	170.52	-56.32	226.84	144.29	24.84	145.41	3.76	1488.66	331.22	7.88	87.87	942.50	26.23	898.17	40.81	1190.25	7.00	5.91	6.60	7.00	5386096.07	383.44	46.78	0.60	0.47	0.37	0.36	0.34	0.35	0.36	0.37	12.00	5644.00	1985.86	361.00	3710.00	3349.00	614.12	1326.00	0	0.00	0.00	760.62	5452.90	4692.28	3157.66	1150.80	Tibetan
22592	91.5	27.5	107	19	435	561	TIBET_HIM	TIBET_HIM	94.06	70.15	313.17	5339.46	185.98	-38.25	224.23	160.26	35.47	161.40	19.08	1371.35	287.94	7.59	82.73	824.23	28.65	767.38	32.05	1277.25	26.00	5.14	4.80	26.00	3400127.71	254.97	29.07	0.61	0.44	0.39	0.45	0.72	0.90	0.88	0.63	14.00	6023.00	1865.88	780.00	4160.00	3380.00	672.04	1265.00	0	0.00	0.00	723.21	5496.59	4773.38	2823.27	1068.04	Tibetan
22599	98.5	27.5	184	30	381	595	TIBET_HIM	TIBET_HIM	106.56	70.01	325.71	5169.48	195.50	-19.52	215.02	164.04	49.47	169.55	32.55	1863.72	294.74	23.13	55.73	852.80	82.51	813.98	117.13	1147.00	9.00	5.57	2.80	9.00	898488.19	142.28	26.97	0.54	0.55	0.55	0.48	0.38	0.35	0.35	0.44	13.00	4117.00	2484.56	1587.00	3326.00	1739.00	677.62	1139.00	4	108.33	11.73	897.03	4245.79	3348.76	2583.26	689.44	Tibetan
22952	91.5	26.5	132	34	394	560		TIBET_HIM	235.94	66.87	348.20	4160.29	306.19	114.02	192.17	275.17	186.54	282.87	167.96	2269.96	495.17	7.64	89.00	1388.55	30.61	1055.91	33.23	1258.75	4.00	4.63	2.80	4.00	372390.56	96.93	14.83	0.65	0.55	0.49	0.36	0.25	0.29	0.44	0.40	8.00	2514.00	1182.50	465.00	1710.00	1245.00	90.64	942.00	0	0.00	0.00	27.59	1692.86	1665.28	217.04	365.54	Tibetan
22962	101.5	26.5	127	17	308	452	TIBET_HIM	TIBET_HIM	159.82	86.68	369.55	4735.24	258.15	23.58	234.57	209.75	99.20	212.62	84.43	934.51	234.07	3.64	108.75	667.75	11.12	599.34	11.77	1082.75	5.00	34.20	29.30	5.00	269874.29	41.93	4.86	0.09	0.11	0.11	0.11	0.11	0.11	0.11	0.11	13.00	2706.00	1645.20	1162.00	2198.00	1036.00	368.68	853.00	4	137.61	20.30	1097.55	3242.93	2145.38	1888.23	413.97	Tibetan
23312	91.5	25.5	130	48	373	551		TIBET_HIM	211.08	67.43	358.09	3777.01	275.17	86.84	188.33	249.06	151.34	251.71	146.02	5080.73	1201.26	7.99	98.14	3503.14	34.42	2877.11	35.05	1188.50	10.00	43.15	92.50	10.00	316590.78	59.67	9.65	0.19	0.15	0.15	0.15	0.15	0.11	0.09	0.13	6.00	1958.00	1197.00	578.00	1700.00	1122.00	164.01	922.00	0	0.00	0.00	1.00	1728.55	1727.55	702.58	532.79	Tibetan
23998	57.5	23.5	33	2	50	85		IRAN	264.15	104.85	399.56	5345.63	395.58	134.18	261.40	202.94	288.62	331.08	186.63	120.60	29.51	0.02	85.71	71.58	4.71	27.72	29.40	1296.67	4.00	51.50	7.00	4.00	13634.86	24.58	7.15	0.10	0.04	0.04	0.04	0.04	0.04	0.04	0.04	7.00	2984.00	0.00	0.00	0.00	0.00	259.57	1303.00	0	0.00	0.00	1.00	2427.69	2426.69	667.97	592.10	Saharo-Arabian
23999	58.5	23.5	33	2	62	97		IRAN	270.89	92.41	386.65	4960.84	390.87	153.21	237.66	217.35	288.78	333.14	198.74	100.82	25.13	0.00	95.61	68.50	2.30	14.66	31.19	1280.50	11.00	49.77	17.00	11.00	10809.27	13.81	4.70	0.10	0.06	0.06	0.06	0.06	0.06	0.06	0.06	8.00	1955.00	0.00	0.00	0.00	0.00	234.26	1136.00	0	0.00	0.00	8.83	1643.86	1635.03	477.31	354.18	Saharo-Arabian
25103	82.5	20.5	59	18	225	302		INDIA	261.68	89.85	354.57	3921.54	392.72	139.26	253.46	264.04	208.90	326.56	203.70	1388.27	395.06	3.10	123.48	1157.16	17.00	69.75	22.25	1459.75	6.00	316.67	9.00	6.00	24425.44	11.74	5.10	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	7.00	814.00	346.67	240.00	440.00	200.00	66.08	423.00	0	0.00	0.00	196.00	845.45	649.45	385.19	132.65	Oriental
26001	-99.5	17.5	125	52	266	443	CAM	NAM	215.31	90.53	575.45	1073.69	295.96	138.51	157.44	216.10	211.95	233.98	198.73	1223.66	267.05	3.79	105.47	780.49	14.98	122.31	30.62	1138.00	5.00	29.90	21.70	5.00	51805.64	46.39	10.77	0.14	0.16	0.16	0.16	0.16	0.16	0.16	0.16	14.00	2938.00	402.20	233.00	671.00	438.00	328.06	1371.00	0	0.00	0.00	134.83	2630.24	2495.41	1183.40	502.03	Panamanian
26182	81.5	17.5	58	17	177	252		INDIA	270.36	79.04	410.86	2601.45	368.88	176.50	192.38	272.54	235.15	311.57	231.05	1351.23	353.12	1.96	107.08	948.80	9.84	139.26	10.15	1579.00	10.00	166.30	141.00	10.00	4369992.10	36.58	9.71	0.05	0.02	0.02	0.02	0.02	0.02	0.02	0.02	15.00	1337.00	79.80	31.00	192.00	161.00	104.26	500.00	0	0.00	0.00	6.48	1017.76	1011.28	225.09	220.40	Oriental
26361	-99.5	16.5	101	24	222	347		NAM	266.39	57.73	589.98	665.04	313.86	215.95	97.91	266.00	265.55	277.10	255.50	1370.94	333.72	1.94	111.97	949.73	7.39	73.72	32.39	1887.00	6.00	24.18	13.60	6.00	63758.78	22.79	7.12	0.20	0.15	0.15	0.15	0.15	0.15	0.15	0.15	12.00	1528.00	178.83	0.00	376.00	376.00	111.49	480.00	0	0.00	0.00	1.00	1176.52	1175.52	195.68	195.97	Panamanian
26363	-97.5	16.5	134	42	285	461		NAM	216.23	81.03	589.46	939.07	284.68	147.01	137.67	218.52	204.21	230.48	200.66	1358.69	297.99	5.88	100.40	829.81	20.40	239.99	21.37	1467.75	6.00	26.78	28.70	6.00	69844.46	88.84	16.44	0.17	0.23	0.23	0.23	0.23	0.23	0.23	0.23	16.00	2999.00	1173.00	506.00	1815.00	1309.00	322.78	936.00	0	0.00	0.00	1.00	2714.34	2713.34	1101.69	692.50	Panamanian
26499	38.5	16.5	65	5	244	314	EAST_AFR_ARAB	EAST_AFR_ARAB	245.46	98.67	507.85	3043.81	344.71	151.07	193.65	266.11	220.53	283.56	200.14	221.88	53.50	3.77	84.62	155.53	15.23	52.00	21.18	1769.50	3.00	78.00	77.00	3.00	160450.77	16.46	5.17	0.10	0.08	0.08	0.08	0.08	0.08	0.08	0.08	10.00	2661.00	828.33	700.00	950.00	250.00	242.13	969.00	0	0.00	0.00	13.00	2408.62	2395.62	1037.62	548.26	African
26534	73.5	16.5	70	22	224	316		INDIA	262.23	71.10	451.33	1510.21	341.59	184.09	157.51	259.10	250.14	289.65	242.70	3632.69	1360.12	0.02	142.06	3487.88	1.48	166.08	12.75	1510.00	6.00	173.00	160.00	6.00	288740.07	38.53	10.32	0.05	0.03	0.03	0.03	0.03	0.03	0.03	0.03	14.00	1036.00	84.33	35.00	180.00	145.00	120.29	548.00	0	0.00	0.00	3.00	893.72	890.72	257.80	248.13	Oriental
26539	78.5	16.5	67	17	155	239		INDIA	270.15	90.49	432.05	2873.73	378.07	168.56	209.51	268.82	244.05	318.62	230.21	739.10	175.65	0.71	104.79	501.06	5.57	78.53	14.51	1569.25	3.00	146.33	11.00	3.00	23841.37	7.67	3.07	0.05	0.02	0.02	0.02	0.02	0.02	0.02	0.02	5.00	721.00	528.00	435.00	576.00	141.00	55.08	381.00	0	0.00	0.00	221.55	838.66	617.10	459.63	111.31	Oriental
26723	-97.5	15.5	102	15	148	265		NAM	275.18	52.37	589.86	666.22	317.51	228.71	88.81	275.35	266.06	285.62	264.17	1072.27	249.41	3.23	106.90	729.16	13.13	147.63	13.89	0.00	4.00	19.43	12.40	4.00	102202.89	63.21	13.74	0.25	0.22	0.22	0.22	0.22	0.22	0.22	0.22	9.00	694.00	148.50	3.00	294.00	291.00	110.08	290.00	0	0.00	0.00	1.00	637.21	636.21	85.98	126.20	Panamanian
26730	-90.5	15.5	163	60	348	571		NAM	203.35	66.38	543.57	1405.97	263.85	141.81	122.04	211.40	203.61	220.43	180.35	2598.28	383.39	78.69	54.45	1102.69	243.16	457.90	366.84	1539.50	6.00	33.67	31.00	6.00	7905631.59	296.36	27.86	0.18	0.20	0.19	0.18	0.18	0.18	0.17	0.18	14.00	2808.00	1548.67	1287.00	1792.00	505.00	292.72	1227.00	0	0.00	0.00	126.34	2509.28	2382.93	1009.25	612.98	Panamanian
26731	-89.5	15.5	172	70	360	602		NAM	231.45	61.07	533.59	1501.11	287.79	173.37	114.41	242.72	224.75	248.93	207.18	2556.19	422.99	67.30	59.33	1198.60	209.41	535.42	349.20	1614.50	3.00	9.00	5.00	3.00	201586.23	143.38	25.36	0.53	0.34	0.33	0.31	0.29	0.26	0.25	0.30	18.00	2984.00	388.67	242.00	646.00	404.00	228.75	1081.00	0	0.00	0.00	1.00	2413.14	2412.14	470.12	488.93	Panamanian
26859	38.5	15.5	80	16	290	386	EAST_AFR_ARAB	EAST_AFR_ARAB	223.94	113.03	597.06	2079.06	321.86	132.37	189.49	227.43	206.73	253.87	191.84	441.97	131.94	7.38	115.21	378.42	25.34	82.49	33.20	1696.00	6.00	177.17	184.00	6.00	48374.12	30.33	7.93	0.04	0.02	0.02	0.02	0.02	0.03	0.02	0.02	10.00	2408.00	1670.00	1310.00	2240.00	930.00	198.14	724.00	0	0.00	0.00	240.62	2473.31	2232.69	1411.72	510.05	African
26860	39.5	15.5	72	12	260	344		EAST_AFR_ARAB	273.40	93.49	518.23	2796.13	366.15	186.11	180.04	272.90	299.78	306.48	231.91	353.72	65.78	9.05	56.11	176.46	34.34	61.84	101.10	1184.50	33.00	85.01	397.60	33.00	64389.72	22.64	5.89	0.17	0.37	0.25	0.13	0.13	0.57	0.13	0.27	11.00	2857.00	805.70	120.00	2130.00	2010.00	172.10	1047.00	0	0.00	0.00	1.00	2480.21	2479.21	551.51	668.97	African
26864	43.5	15.5	49	6	102	157		EAST_AFR_ARAB	248.41	97.95	532.58	2515.77	339.11	155.62	183.50	270.41	237.00	279.31	209.13	171.78	51.71	0.77	104.04	126.16	6.08	47.99	10.35	1789.00	10.00	33.80	99.00	10.00	35021.77	34.67	14.90	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	11.00	3604.00	1688.00	970.00	2160.00	1190.00	242.01	882.00	0	0.00	0.00	41.69	3304.72	3263.03	1084.35	872.49	Saharo-Arabian
26865	44.5	15.5	41	2	85	128	EAST_AFR_ARAB	EAST_AFR_ARAB	198.79	115.45	527.94	3124.18	308.26	88.94	219.32	215.32	155.49	237.67	153.00	140.69	35.98	0.44	100.30	93.47	2.10	37.99	2.20	1173.50	8.00	341.50	418.00	8.00	33463.17	16.60	5.72	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	9.00	2433.00	1942.50	1580.00	2120.00	540.00	166.11	769.00	0	0.00	0.00	1044.34	2899.69	1855.34	2062.52	452.23	Saharo-Arabian
26894	73.5	15.5	71	23	207	301		INDIA	273.70	55.95	455.34	1234.67	335.74	212.89	122.85	269.00	265.00	297.17	260.16	3404.29	1201.46	0.01	140.44	3286.02	0.77	186.85	38.75	1931.00	9.00	168.11	267.00	9.00	154217.56	41.57	8.61	0.05	0.04	0.04	0.04	0.04	0.04	0.04	0.04	6.00	885.00	151.11	0.00	512.00	512.00	78.48	369.00	0	0.00	0.00	1.00	713.97	712.97	59.64	82.41	Oriental
26895	74.5	15.5	89	39	260	388		INDIA	248.28	76.29	460.74	1583.08	335.73	170.12	165.61	241.77	241.12	277.10	231.69	2152.31	766.26	0.37	123.38	1947.58	1.93	240.72	42.95	1611.75	19.00	225.21	301.00	19.00	179013.28	33.34	7.52	0.04	0.03	0.03	0.03	0.03	0.03	0.03	0.03	18.00	1054.00	397.79	15.00	720.00	705.00	90.71	573.00	0	0.00	0.00	6.00	882.69	876.69	547.12	228.74	Oriental
27090	-90.5	14.5	141	42	329	512		NAM	206.21	70.76	583.59	941.77	266.68	145.33	121.34	208.62	196.58	219.71	191.27	1573.70	312.90	6.37	87.73	842.56	23.07	320.39	26.33	1584.00	4.00	33.50	22.00	4.00	12008368.70	411.60	41.45	0.18	0.21	0.20	0.19	0.19	0.18	0.18	0.19	15.00	3946.00	1218.50	815.00	1792.00	977.00	224.85	1188.00	0	0.00	0.00	9.03	2915.59	2906.55	1140.64	631.21	Panamanian
27091	-89.5	14.5	152	57	298	507		NAM	216.47	69.21	576.44	1091.02	276.40	156.28	120.12	220.99	206.18	231.20	198.70	1231.94	245.08	6.52	89.27	677.03	21.98	274.61	34.05	1578.75	7.00	12.71	18.00	7.00	6520265.01	237.85	29.85	0.50	0.37	0.32	0.27	0.27	0.26	0.22	0.28	14.00	2533.00	457.29	232.00	773.00	541.00	228.20	768.00	0	0.00	0.00	202.72	2061.66	1858.93	885.37	370.05	Panamanian
27220	39.5	14.5	79	13	261	353	EAST_AFR_ARAB	EAST_AFR_ARAB	207.31	105.00	581.53	2098.55	298.68	117.80	180.89	220.02	191.87	233.72	174.62	479.37	127.90	7.75	92.68	366.93	27.65	97.54	33.63	1545.00	6.00	116.00	301.00	6.00	177629.94	68.83	9.84	0.08	0.23	0.23	0.23	0.17	0.17	0.18	0.20	13.00	3301.00	1166.67	350.00	2950.00	2600.00	273.84	956.00	0	0.00	0.00	6.14	2941.24	2935.10	1729.78	676.85	African
27226	45.5	14.5	42	3	28	73	EAST_AFR_ARAB	EAST_AFR_ARAB	214.30	113.84	506.15	3538.77	323.97	98.85	225.13	252.35	167.27	260.38	163.64	159.73	40.66	0.44	96.98	111.81	2.50	70.10	2.56	1270.75	4.00	291.75	43.00	4.00	4752.29	3.75	0.94	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	6.00	1298.00	1950.00	1873.00	2040.00	167.00	145.09	729.00	0	0.00	0.00	1033.24	2176.38	1143.14	1732.49	266.93	Saharo-Arabian
27227	46.5	14.5	36	3	34	73	EAST_AFR_ARAB	EAST_AFR_ARAB	236.93	111.66	492.38	3745.58	347.04	120.03	227.01	269.87	186.35	284.44	182.36	139.34	36.39	0.98	99.76	104.31	4.06	57.20	4.06	1317.00	5.00	119.60	124.00	5.00	20847.35	22.75	6.90	0.06	0.03	0.03	0.03	0.03	0.03	0.03	0.03	7.00	2041.00	1062.40	444.00	1323.00	879.00	148.16	765.00	0	0.00	0.00	445.72	2135.48	1689.76	1256.58	316.80	Saharo-Arabian
27229	48.5	14.5	24	3	41	68		EAST_AFR_ARAB	247.79	92.95	460.43	3436.21	347.26	146.67	200.58	262.11	225.07	291.54	198.96	92.46	18.58	0.00	72.27	46.05	4.82	37.77	13.38	1351.00	3.00	154.00	207.00	3.00	49.28	3.85	1.05	0.04	0.03	0.03	0.03	0.03	0.03	0.03	0.03	7.00	2161.00	162.33	127.00	230.00	103.00	196.16	808.00	0	0.00	0.00	2.25	1954.90	1952.65	885.58	549.27	Saharo-Arabian
27255	74.5	14.5	91	27	257	375		INDIA	257.43	60.59	461.28	1328.52	327.36	196.05	131.31	249.02	253.71	281.47	244.45	3193.61	1191.17	0.00	137.80	3082.76	0.38	292.80	2299.11	1627.67	22.00	193.45	219.00	22.00	676503.04	48.03	9.51	0.04	0.03	0.03	0.03	0.03	0.03	0.03	0.03	11.00	829.00	255.00	12.00	540.00	528.00	117.35	566.00	0	0.00	0.00	1.00	648.69	647.69	337.22	217.52	Oriental
27585	44.5	13.5	49	4	103	156	EAST_AFR_ARAB	EAST_AFR_ARAB	239.85	97.44	503.60	2850.43	335.53	142.27	193.25	263.47	202.76	278.63	198.66	363.46	71.59	2.94	74.49	198.28	9.94	138.57	10.46	1341.75	7.00	29.29	58.00	7.00	16022.78	42.65	5.29	0.18	0.13	0.13	0.13	0.13	0.13	0.13	0.13	10.00	3013.00	1128.57	433.00	1628.00	1195.00	205.33	1029.00	0	0.00	0.00	66.24	2527.10	2460.86	1186.43	580.88	Saharo-Arabian
27586	45.5	13.5	45	4	72	121		EAST_AFR_ARAB	250.15	91.65	475.67	3178.62	343.46	151.75	191.72	276.61	214.66	292.34	204.80	176.21	41.97	1.73	90.04	120.70	6.12	73.54	7.63	1366.00	12.00	238.00	354.00	12.00	459550.02	46.40	10.04	0.04	0.05	0.05	0.05	0.05	0.05	0.05	0.05	10.00	2508.00	1494.17	118.00	2260.00	2142.00	194.24	957.00	0	0.00	0.00	1.00	2287.48	2286.48	895.37	640.19	Saharo-Arabian
27587	46.5	13.5	30	3	41	74		EAST_AFR_ARAB	271.88	86.15	462.68	3263.60	361.59	176.01	185.57	299.59	240.08	312.98	225.01	152.47	41.23	2.23	101.36	119.02	8.31	54.87	8.68	1362.00	6.00	43.67	30.00	6.00	114463.04	25.83	10.22	0.09	0.07	0.07	0.07	0.07	0.07	0.07	0.07	7.00	2062.00	543.17	250.00	814.00	564.00	87.89	448.00	0	0.00	0.00	4.00	1643.72	1639.72	447.47	333.45	Saharo-Arabian
27615	74.5	13.5	78	24	224	326		INDIA	269.07	52.63	470.06	1188.85	328.61	216.63	111.99	259.60	267.70	289.68	255.69	4701.94	1628.86	0.26	135.12	4341.32	1.71	249.43	3740.34	960.50	9.00	235.56	131.00	9.00	1326952.29	97.85	14.35	0.05	0.02	0.02	0.02	0.02	0.02	0.02	0.02	3.00	1354.00	154.44	20.00	600.00	580.00	72.90	559.00	0	0.00	0.00	1.00	660.76	659.76	136.65	199.58	Oriental
27616	75.5	13.5	92	53	267	412	INDIA	INDIA	238.94	71.78	466.98	1493.97	321.73	167.99	153.74	229.07	237.93	265.68	224.85	2597.51	929.50	1.00	119.77	2315.53	4.16	118.83	1957.15	1562.00	12.00	250.33	153.00	12.00	835833.73	85.89	13.67	0.04	0.02	0.02	0.02	0.02	0.02	0.02	0.02	18.00	1856.00	611.67	80.00	1000.00	920.00	116.95	861.00	0	0.00	0.00	68.31	1363.79	1295.48	736.34	254.64	Oriental
27976	75.5	12.5	89	59	275	423		INDIA	251.95	61.95	477.85	1225.50	322.03	192.20	129.83	242.48	251.96	273.69	239.14	3599.35	1222.22	2.73	122.92	3151.22	9.07	177.16	2669.85	1536.75	17.00	244.06	215.00	17.00	72897.62	14.16	6.03	0.04	0.02	0.02	0.02	0.02	0.02	0.02	0.02	11.00	1705.00	604.71	60.00	1200.00	1140.00	126.54	706.00	0	0.00	0.00	2.60	1236.31	1233.71	462.39	398.47	Oriental
27977	76.5	12.5	93	33	266	392	INDIA	INDIA	240.99	78.37	476.64	1605.67	329.78	165.38	164.40	234.03	238.94	270.08	224.81	840.47	209.92	1.98	87.16	532.77	7.50	126.28	193.48	1336.25	5.00	175.80	115.00	5.00	563.99	0.56	0.78	0.05	0.02	0.02	0.02	0.02	0.02	0.02	0.02	12.00	663.00	900.40	780.00	1000.00	220.00	29.26	208.00	0	0.00	0.00	594.14	995.14	401.00	785.20	80.92	Oriental
28337	76.5	11.5	106	69	283	458		INDIA	234.79	66.60	480.96	1294.03	309.48	171.04	138.44	226.84	233.65	258.23	221.83	1887.93	501.74	9.06	87.39	1331.68	29.67	185.04	849.91	1347.50	12.00	314.92	203.00	12.00	124884.31	62.92	8.94	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	14.00	2620.00	1307.50	390.00	2407.00	2017.00	178.70	962.00	0	0.00	0.00	30.00	2302.83	2272.83	819.41	507.23	Oriental
28548	-72.5	10.5	188	30	505	723		ANDES	238.19	58.09	656.72	624.29	282.54	193.97	88.57	237.73	230.92	246.65	229.06	1145.67	189.96	11.49	63.25	549.25	41.06	339.81	68.16	1795.50	7.00	15.97	24.60	7.00	303396.72	64.09	13.78	0.44	0.50	0.29	0.18	0.18	0.09	0.09	0.22	19.00	3617.00	205.71	110.00	320.00	210.00	221.13	997.00	0	0.00	0.00	1.03	3166.17	3165.14	643.00	756.46	South American
28556	-64.5	10.5	172	24	374	570		ANDES	250.14	49.62	631.08	601.47	290.10	212.13	77.97	250.08	247.19	258.54	240.60	942.79	164.07	12.10	67.90	474.32	37.55	171.12	75.23	2144.00	4.00	30.80	54.80	4.00	84150.35	30.77	7.92	0.19	0.22	0.22	0.22	0.22	0.22	0.22	0.22	16.00	2439.00	115.00	80.00	220.00	140.00	276.19	731.00	0	0.00	0.00	1.00	1900.66	1899.66	346.20	443.71	South American
28557	-63.5	10.5	180	32	435	647		ANDES	240.68	44.93	618.63	621.06	277.93	205.52	72.41	241.01	236.83	248.38	230.51	1291.60	187.32	29.08	50.21	550.04	91.78	263.39	180.14	1661.00	15.00	52.81	188.20	15.00	244348.61	41.65	8.22	0.17	0.24	0.24	0.24	0.24	0.24	0.24	0.24	20.00	2586.00	353.67	5.00	800.00	795.00	207.96	1007.00	0	0.00	0.00	1.00	1979.90	1978.90	398.01	410.91	South American
28559	-61.5	10.5	170	35	366	571		ANDES	263.18	16.55	467.26	553.45	281.26	246.21	35.05	265.36	257.55	269.61	254.02	1886.69	248.54	44.76	47.34	721.37	146.47	583.48	204.72	1597.00	7.00	12.59	24.70	7.00	0.00	0.00	0.00	0.37	0.74	0.74	0.41	0.34	0.13	0.10	0.41	18.00	989.00	166.71	0.00	290.00	290.00	74.73	713.00	0	0.00	0.00	1.00	524.24	523.24	75.74	83.97	South American
28910	-70.5	9.5	210	49	499	758		ANDES	221.05	65.88	684.37	460.38	267.33	171.03	96.30	223.42	215.92	227.16	213.43	1247.60	170.43	35.45	42.44	488.29	117.71	370.94	196.10	1666.50	13.00	21.24	142.50	13.00	714664.06	164.95	25.23	0.47	0.71	0.48	0.22	0.12	0.10	0.05	0.28	19.00	4113.00	1530.38	700.00	2300.00	1600.00	347.30	1096.00	0	0.00	0.00	10.24	3500.07	3489.83	1062.52	862.95	South American
28913	-67.5	9.5	179	36	319	534		ANDES	262.68	63.44	609.29	880.36	324.09	219.76	104.33	252.02	265.89	278.61	251.92	1127.91	193.04	3.94	77.13	563.38	12.84	130.69	558.51	1599.25	11.00	25.44	32.70	11.00	45710.55	20.32	6.20	0.19	0.20	0.20	0.20	0.20	0.20	0.20	0.20	9.00	1845.00	266.36	182.00	371.00	189.00	66.13	648.00	0	0.00	0.00	61.97	1393.76	1331.79	268.21	223.32	South American
28914	-66.5	9.5	177	35	308	520		ANDES	262.31	64.80	625.73	770.68	320.60	216.92	103.68	254.89	265.19	276.54	253.68	999.90	176.82	5.76	79.66	523.50	19.32	107.68	408.04	1609.50	15.00	18.26	23.00	15.00	23938.65	22.73	6.00	0.24	0.26	0.26	0.26	0.26	0.26	0.26	0.26	11.00	1557.00	469.73	324.00	1019.00	695.00	41.47	595.00	0	0.00	0.00	105.24	1110.07	1004.83	267.35	174.38	South American
28915	-65.5	9.5	175	31	257	463		ANDES	273.29	66.36	632.69	715.55	331.30	226.29	105.01	267.27	277.19	286.29	265.42	958.38	171.62	4.82	78.38	509.06	16.83	112.10	323.26	1678.25	26.00	70.60	345.80	26.00	48692.35	33.00	9.37	0.12	0.19	0.19	0.19	0.19	0.19	0.19	0.19	10.00	1077.00	310.77	273.00	351.00	78.00	28.28	287.00	0	0.00	0.00	12.41	696.72	684.31	127.42	102.50	South American
