WM_ID	Centroid_X	Centroid_Y	SR_M	SR_A	SR_B	SR_SUM	REGION_2016	REGION_2017	grid_bio1	grid_bio2	grid_bio3	grid_bio4	grid_bio5	grid_bio6	grid_bio7	grid_bio8	grid_bio9	grid_bio10	grid_bio11	grid_bio12	grid_bio13	grid_bio14	grid_bio15	grid_bio16	grid_bio17	grid_bio18	grid_bio19	pet_ann	Countpnts_t	Avg_t	Range_t	Countpnts_SP	Avg_TSP	Avg_USP	Avg_SSP	Avg_erlong	Avg_HERM02	Avg_HERM24	Avg_HERM46	Avg_HERM68	Avg_HERM81	Avg_HERM10	Avg_HERMER	soil_var	dem_range	Avg_Z	Min_Z	Max_Z	Range_Z	Rugg_avg	Rugg_range	Countpnts_cosmo	E_Calc	dE_Calc	RELIEF_MIN	RELIEF_MAX	RELIEF_RNG	RELIEF_MN	RELIEF_STD	REALM
12776	-4.5	54.5	30	5	130	165		GB	94.50	33.40	249.70	3552.67	166.35	33.50	132.85	88.42	98.02	146.53	49.91	1158.82	134.17	65.66	24.80	385.54	200.85	265.96	278.27	465.50	12.00	160.47	184.40	12.00	24244.21	10.51	3.23	0.04	0.03	0.03	0.03	0.03	0.03	0.03	0.03	19.00	708.00	64.00	-4.00	174.00	178.00	69.55	337.00	0	0.00	0.00	1.00	391.83	390.83	82.63	76.57	Eurasian
12777	-3.5	54.5	33	6	135	174		GB	89.97	38.05	261.06	3815.67	170.02	24.53	145.49	88.65	91.50	145.81	42.14	1254.33	144.86	70.41	23.97	414.26	217.72	297.61	300.52	143.00	17.00	96.62	268.80	17.00	98370.52	24.41	6.27	0.05	0.04	0.04	0.04	0.04	0.04	0.04	0.04	19.00	959.00	102.94	-66.00	408.00	474.00	139.31	543.00	0	0.00	0.00	1.00	513.66	512.66	135.88	137.20	Eurasian
12778	-2.5	54.5	33	5	139	177		GB	80.98	48.82	298.57	4024.87	172.80	9.48	163.32	40.89	83.50	140.10	31.02	1265.29	141.72	73.87	22.25	419.04	226.46	292.84	335.29	298.50	35.00	100.82	219.00	35.00	106784.50	25.35	6.11	0.06	0.05	0.05	0.05	0.05	0.05	0.05	0.05	15.00	890.00	300.74	-90.00	550.00	640.00	115.43	466.00	0	0.00	0.00	2.75	616.41	613.66	285.58	156.80	Eurasian
12779	-1.5	54.5	32	5	134	171		GB	89.35	49.64	297.63	4097.09	183.15	16.71	166.44	99.80	58.54	150.18	38.74	747.75	77.07	48.45	13.84	222.82	151.28	206.06	168.45	297.67	6.00	158.42	55.50	6.00	47330.93	8.17	2.82	0.05	0.03	0.03	0.03	0.03	0.03	0.03	0.03	16.00	707.00	171.83	41.00	396.00	355.00	56.58	276.00	0	0.00	0.00	1.00	514.45	513.45	132.13	102.05	Eurasian
13013	-127.5	53.5	51	6	106	163	NAM	NAM	21.48	71.12	288.71	6186.42	157.73	-88.78	246.51	-30.10	92.75	109.26	-60.37	1902.14	282.65	61.00	50.82	809.45	190.14	223.50	744.64	369.25	5.00	29.54	9.60	5.00	2383.27	44.81	8.96	0.16	0.15	0.15	0.15	0.15	0.15	0.15	0.15	14.00	2405.00	820.00	91.00	1570.00	1479.00	491.47	1282.00	0	0.00	0.00	355.10	1796.17	1441.07	1156.50	275.72	North American
13134	-6.5	53.5	21	2	98	121		GB	97.11	43.37	295.66	3614.11	178.50	32.91	145.60	58.02	141.17	150.56	52.75	962.86	104.02	61.65	16.86	302.78	189.90	222.49	244.27	317.00	16.00	119.33	182.30	16.00	16808.23	10.52	3.08	0.06	0.04	0.04	0.04	0.04	0.04	0.04	0.04	20.00	843.00	144.31	2.00	458.00	456.00	45.73	378.00	0	0.00	0.00	1.00	545.83	544.83	110.01	103.02	Eurasian
13136	-4.5	53.5	33	4	122	159		GB	96.49	38.59	268.90	3698.50	173.59	30.44	143.16	83.64	108.05	150.72	49.58	1190.68	141.27	69.79	25.30	414.28	211.87	266.44	294.22	524.00	5.00	132.94	232.40	5.00	4623.95	2.55	1.05	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	16.00	1039.00	22.20	-2.00	45.00	47.00	117.90	573.00	0	0.00	0.00	1.00	582.59	581.59	98.51	130.73	Eurasian
13138	-2.5	53.5	36	6	132	174		GB	93.88	55.12	315.05	4173.82	191.87	17.20	174.67	76.05	79.24	154.90	41.65	1024.86	108.18	64.46	17.56	318.86	200.23	264.47	227.65	331.00	24.00	148.53	177.70	24.00	33449.29	9.65	3.12	0.05	0.03	0.03	0.03	0.03	0.03	0.03	0.03	18.00	552.00	101.88	7.00	273.00	266.00	48.58	308.00	0	0.00	0.00	1.00	435.79	434.79	110.15	97.86	Eurasian
13139	-1.5	53.5	34	5	132	171		GB	90.77	59.13	322.59	4327.46	194.36	11.10	183.26	65.99	84.25	154.41	37.00	835.46	83.68	56.48	11.95	247.17	175.98	210.43	195.40	323.75	7.00	218.19	77.40	7.00	13221.53	6.28	2.26	0.03	0.01	0.01	0.01	0.01	0.01	0.01	0.01	19.00	673.00	124.57	21.00	300.00	279.00	60.07	282.00	0	0.00	0.00	4.62	462.31	457.69	148.40	112.03	Eurasian
13373	-127.5	52.5	45	6	107	158		NAM	50.42	64.76	297.38	5408.16	172.57	-44.91	217.47	18.77	119.88	128.72	-19.70	3139.20	433.62	110.67	42.39	1220.16	356.47	393.46	1139.48	385.50	14.00	15.56	19.70	14.00	176405.43	52.32	9.89	0.30	0.29	0.29	0.29	0.28	0.20	0.18	0.26	14.00	2473.00	692.00	0.00	2023.00	2023.00	631.02	1328.00	0	0.00	0.00	19.29	1695.41	1676.13	697.87	363.95	North American
13374	-126.5	52.5	53	6	109	168	NAM	NAM	25.50	76.20	302.11	6240.21	166.03	-86.34	252.37	-9.26	97.31	114.98	-56.69	1353.01	208.37	47.27	49.78	601.13	150.48	165.65	502.03	409.25	7.00	35.04	37.30	7.00	1536823.08	144.62	18.57	0.13	0.19	0.19	0.19	0.18	0.16	0.16	0.18	14.00	3035.00	885.71	30.00	1920.00	1890.00	561.53	1487.00	0	0.00	0.00	73.17	2164.83	2091.66	1218.59	436.16	North American
13375	-125.5	52.5	54	3	120	177	NAM	NAM	20.80	80.79	296.81	6731.08	171.73	-100.53	272.27	-10.06	23.64	116.66	-68.69	527.69	79.90	22.66	40.33	231.04	72.10	98.25	177.93	418.75	3.00	45.63	16.20	3.00	250149.16	41.64	8.53	0.10	0.18	0.18	0.18	0.18	0.17	0.17	0.18	11.00	2700.00	1740.67	1052.00	2085.00	1033.00	183.13	1214.00	0	0.00	0.00	840.72	1999.17	1158.45	1335.73	268.13	North American
13491	-9.5	52.5	22	3	98	123		GB	102.18	32.10	271.04	3059.27	166.34	49.01	117.33	72.55	115.20	148.12	65.06	1409.66	164.29	79.51	24.88	482.85	242.81	300.20	393.92	339.33	8.00	140.13	41.00	8.00	8928.08	5.13	1.87	0.05	0.02	0.02	0.02	0.02	0.02	0.02	0.02	15.00	976.00	66.38	1.00	205.00	204.00	78.64	508.00	0	0.00	0.00	1.00	414.45	413.45	109.03	86.80	Eurasian
13494	-6.5	52.5	22	2	101	125		GB	100.42	38.68	278.64	3510.99	176.88	39.01	137.87	64.40	147.12	152.80	57.37	1055.30	115.66	62.05	20.88	342.78	189.16	229.55	281.91	354.33	7.00	186.86	96.00	7.00	2057812.61	94.04	12.22	0.05	0.02	0.02	0.02	0.02	0.02	0.02	0.02	15.00	923.00	63.71	10.00	128.00	118.00	64.46	366.00	0	0.00	0.00	1.00	576.86	575.86	103.16	91.62	Eurasian
13497	-3.5	52.5	38	5	127	170		GB	85.82	55.33	321.61	4057.10	181.06	9.37	171.69	47.06	126.43	145.13	34.78	1418.55	170.40	81.00	24.89	495.80	248.65	287.86	387.07	336.25	4.00	211.98	74.70	4.00	131353.36	41.74	10.22	0.04	0.01	0.01	0.01	0.01	0.01	0.01	0.01	16.00	879.00	211.75	164.00	291.00	127.00	123.53	459.00	0	0.00	0.00	47.36	576.66	529.30	279.32	99.50	Eurasian
13498	-2.5	52.5	40	5	118	163		GB	96.14	62.36	333.34	4324.56	201.45	14.38	187.07	55.18	95.16	159.27	41.96	746.24	75.94	50.67	12.96	223.46	157.98	183.33	173.63	341.25	28.00	183.70	284.00	28.00	76296.75	9.65	3.03	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	19.00	524.00	160.93	38.00	462.00	424.00	45.13	240.00	0	0.00	0.00	44.17	322.97	278.79	114.09	49.37	Eurasian
13735	-125.5	51.5	52	6	115	173	NAM	NAM	13.58	77.07	301.32	6342.13	159.39	-96.50	255.89	-22.37	63.50	106.06	-68.30	951.35	145.18	41.91	46.07	427.88	130.57	137.72	345.96	429.75	13.00	16.31	34.00	13.00	2378395.29	110.69	16.54	0.32	0.56	0.33	0.28	0.23	0.22	0.17	0.30	9.00	3986.00	1821.15	0.00	3960.00	3960.00	623.74	1507.00	0	0.00	0.00	196.97	2687.31	2490.34	1533.00	474.68	North American
13856	-4.5	51.5	38	5	117	160		GB	101.91	31.18	229.54	3614.73	173.17	39.56	133.61	88.12	115.13	155.12	55.84	1243.75	145.44	71.61	26.69	431.82	217.69	265.31	326.99	562.50	5.00	196.76	66.00	5.00	139516.28	16.41	4.62	0.04	0.01	0.01	0.01	0.01	0.01	0.01	0.01	14.00	531.00	85.20	27.00	192.00	165.00	70.50	221.00	0	0.00	0.00	1.00	295.24	294.24	88.36	59.77	Eurasian
13857	-3.5	51.5	39	5	125	169		GB	93.71	54.13	318.37	4018.51	187.60	17.92	169.68	53.70	123.74	152.67	42.95	1275.35	147.40	74.26	24.81	435.28	227.49	267.47	345.12	375.50	22.00	202.90	121.70	22.00	64639.04	14.97	4.31	0.04	0.02	0.02	0.02	0.02	0.02	0.02	0.02	16.00	868.00	216.41	-8.00	542.00	550.00	109.73	342.00	0	0.00	0.00	1.00	546.59	545.59	191.66	129.73	Eurasian
13858	-2.5	51.5	39	5	131	175		GB	101.10	61.40	331.93	4271.31	204.72	19.80	184.92	59.63	147.67	163.67	47.31	862.42	92.68	55.56	17.39	272.93	172.06	195.92	214.77	383.75	12.00	252.49	163.20	12.00	168781.72	8.85	2.23	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	21.00	513.00	89.67	3.00	191.00	188.00	51.62	249.00	0	0.00	0.00	1.36	322.97	321.61	90.58	47.04	Eurasian
14095	-125.5	50.5	45	12	121	178		NAM	71.58	78.24	315.65	6021.89	216.69	-31.36	248.05	15.40	159.26	160.82	-4.69	1859.85	271.85	70.53	46.15	798.34	219.99	220.14	718.48	476.50	5.00	71.18	40.80	5.00	20816.23	14.37	3.47	0.06	0.09	0.09	0.09	0.09	0.09	0.09	0.09	11.00	2736.00	792.40	0.00	1600.00	1600.00	478.93	1680.00	0	0.00	0.00	1.00	1981.93	1980.93	571.38	422.32	North American
14096	-124.5	50.5	50	8	123	181		NAM	48.54	75.36	298.41	6277.54	194.93	-57.73	252.66	-4.23	128.65	141.48	-31.33	1358.24	199.41	60.60	43.01	573.45	187.15	189.53	508.13	381.75	9.00	46.00	69.90	9.00	340730.37	121.75	16.80	0.12	0.22	0.22	0.22	0.21	0.18	0.18	0.21	15.00	3222.00	1266.67	0.00	2789.00	2789.00	725.06	1630.00	0	0.00	0.00	1.00	2440.52	2439.52	1031.02	535.88	North American
14098	-122.5	50.5	56	8	138	202	NAM	NAM	24.70	85.63	299.11	7015.60	184.98	-101.48	286.46	-58.08	75.92	126.31	-69.00	828.28	124.83	31.38	45.19	362.57	102.26	113.11	347.03	559.50	8.00	38.00	18.30	8.00	371350.01	313.28	33.80	0.11	0.18	0.18	0.18	0.18	0.17	0.17	0.18	12.00	2726.00	1106.75	198.00	2179.00	1981.00	570.25	1284.00	0	0.00	0.00	343.41	2443.45	2100.03	1510.33	442.93	North American
14102	-118.5	50.5	67	6	168	241	NAM	NAM	37.50	89.41	278.65	8105.97	217.59	-103.43	321.02	-42.87	22.48	152.84	-72.56	785.78	97.87	43.36	25.80	286.06	134.79	166.49	282.63	595.75	15.00	41.39	23.40	15.00	2422906.34	261.62	31.88	0.12	0.14	0.14	0.14	0.14	0.14	0.14	0.14	14.00	2514.00	941.87	380.00	2630.00	2250.00	410.58	1050.00	0	0.00	0.00	472.90	2146.14	1673.24	1318.94	390.81	North American
14457	-123.5	49.5	64	12	129	205		NAM	72.73	66.21	300.69	5417.77	202.32	-17.94	220.26	19.15	152.19	153.15	3.63	2009.70	306.49	59.96	51.73	882.89	188.81	188.90	816.69	381.67	5.00	50.50	60.00	5.00	442125.33	105.58	16.50	0.12	0.27	0.27	0.27	0.27	0.26	0.26	0.27	19.00	2786.00	643.00	0.00	1417.00	1417.00	438.97	1237.00	0	0.00	0.00	1.00	1860.86	1859.86	603.65	469.56	North American
14600	19.5	49.5	76	17	180	273		ALPS_PYREN_CARP	64.84	73.41	263.26	7309.91	210.63	-68.26	278.89	158.97	-25.03	162.39	-34.10	946.14	129.16	47.25	36.60	380.54	145.52	349.14	163.30	452.25	7.00	23.69	20.80	7.00	53550.02	31.60	8.27	0.17	0.20	0.20	0.20	0.20	0.21	0.21	0.20	10.00	2210.00	602.86	434.00	825.00	391.00	171.44	650.00	0	0.00	0.00	212.28	1736.31	1524.03	683.25	284.47	Eurasian
14601	20.5	49.5	77	17	163	257		ALPS_PYREN_CARP	67.20	74.31	263.59	7411.08	214.21	-67.74	281.95	162.98	-28.54	165.63	-32.95	854.39	121.83	40.04	41.13	360.23	123.59	330.68	137.72	449.75	7.00	32.43	65.40	7.00	78205.53	31.35	7.67	0.16	0.17	0.17	0.17	0.17	0.17	0.17	0.17	15.00	2412.00	473.00	316.00	692.00	376.00	150.97	749.00	0	0.00	0.00	191.76	1971.34	1779.59	615.37	292.41	Eurasian
14602	21.5	49.5	73	17	168	258		ALPS_PYREN_CARP	80.77	73.48	257.65	7574.66	229.30	-55.90	285.20	178.74	-13.34	180.61	-22.01	748.52	106.46	35.90	38.67	313.66	110.11	279.38	124.41	548.25	4.00	34.70	39.20	4.00	23079.42	15.01	5.08	0.15	0.13	0.13	0.13	0.13	0.14	0.14	0.14	11.00	942.00	282.75	59.00	468.00	409.00	108.99	433.00	0	0.00	0.00	212.07	840.72	628.66	389.89	126.80	Eurasian
14816	-124.5	48.5	54	15	100	169		NAM	88.04	49.23	310.99	3878.29	182.43	24.64	157.79	46.32	144.82	145.51	39.84	2644.56	413.14	55.32	59.65	1217.17	175.97	176.20	1185.93	525.00	11.00	28.90	41.70	11.00	133100.84	23.25	5.57	0.18	0.23	0.21	0.18	0.15	0.15	0.20	0.19	10.00	1516.00	174.27	0.00	800.00	800.00	278.62	762.00	0	0.00	0.00	20.40	981.24	960.84	362.23	228.82	North American
14817	-123.5	48.5	55	16	125	196		NAM	95.99	64.10	340.88	4370.03	210.55	22.70	187.85	47.18	154.71	160.96	40.75	1248.07	210.86	23.75	64.10	617.54	82.88	85.83	609.52	869.50	4.00	18.85	43.50	4.00	964687.54	237.78	32.81	0.33	0.53	0.43	0.34	0.23	0.21	0.40	0.35	19.00	1834.00	462.25	133.00	800.00	667.00	214.24	795.00	0	0.00	0.00	1.00	1331.83	1330.83	241.16	253.15	North American
14947	6.5	48.5	63	16	164	243		ALPS_PYREN_CARP	98.83	73.73	297.24	6154.00	235.98	-12.09	248.07	42.47	85.04	185.39	18.28	995.02	101.83	67.43	11.40	296.85	210.30	238.40	282.26	478.75	3.00	99.00	152.00	3.00	65632.41	18.34	5.22	0.07	0.05	0.05	0.05	0.05	0.05	0.05	0.05	15.00	1175.00	592.33	434.00	826.00	392.00	67.93	370.00	0	0.00	0.00	186.03	1072.45	886.41	336.87	133.66	Eurasian
14948	7.5	48.5	64	17	174	255		ALPS_PYREN_CARP	101.45	74.13	293.27	6312.75	239.85	-12.94	252.79	120.49	59.17	189.71	18.57	905.39	95.21	59.14	15.73	280.37	181.17	245.74	220.43	487.00	10.00	80.90	63.00	10.00	1034289.50	57.69	9.05	0.05	0.03	0.03	0.03	0.03	0.03	0.03	0.03	17.00	1233.00	381.70	276.00	570.00	294.00	86.65	503.00	0	0.00	0.00	120.24	1072.45	952.21	303.34	185.12	Eurasian
14949	8.5	48.5	62	17	155	234		ALPS_PYREN_CARP	88.18	73.89	289.50	6397.56	226.07	-29.18	255.25	118.91	75.02	177.08	3.96	1060.27	111.10	72.10	14.42	324.04	221.75	282.05	270.74	500.75	8.00	69.00	41.00	8.00	368498.77	27.62	6.87	0.05	0.04	0.04	0.04	0.04	0.04	0.04	0.04	15.00	1129.00	485.88	244.00	808.00	564.00	113.13	493.00	23	66.60	8.79	105.52	1024.31	918.79	538.57	223.05	Eurasian
14959	18.5	48.5	72	18	172	262		ALPS_PYREN_CARP	89.84	77.56	263.58	7657.88	244.04	-50.18	294.22	170.87	-3.43	192.00	-15.18	660.15	78.61	38.68	22.44	224.46	118.36	197.87	137.55	512.50	5.00	42.22	48.80	5.00	3579122.47	192.34	25.02	0.11	0.12	0.12	0.12	0.12	0.12	0.12	0.12	12.00	1268.00	417.60	360.00	510.00	150.00	111.98	420.00	0	0.00	0.00	109.34	1080.62	971.28	366.11	207.86	Eurasian
14960	19.5	48.5	76	15	174	265		ALPS_PYREN_CARP	76.85	77.11	261.73	7688.48	230.30	-64.32	294.61	156.72	-17.49	178.96	-28.34	749.24	96.56	42.14	26.08	271.26	128.70	226.07	142.44	492.50	5.00	41.56	3.90	5.00	19780.36	19.89	4.80	0.10	0.18	0.18	0.18	0.18	0.20	0.20	0.19	16.00	1887.00	1569.80	1156.00	2043.00	887.00	157.33	639.00	0	0.00	0.00	129.14	1418.86	1289.72	539.63	313.73	Eurasian
14961	20.5	48.5	77	17	173	267		ALPS_PYREN_CARP	83.29	77.22	259.93	7800.29	237.65	-59.43	297.08	164.90	-19.41	186.26	-23.57	670.70	95.88	32.07	35.44	267.38	99.65	228.48	106.20	533.00	3.00	15.83	4.60	3.00	6886.28	4.58	1.73	0.23	0.21	0.21	0.21	0.21	0.25	0.26	0.22	12.00	1833.00	438.00	413.00	488.00	75.00	138.15	621.00	0	0.00	0.00	97.00	1429.45	1332.45	437.10	271.70	Eurasian
15176	-124.5	47.5	53	13	26	92		NAM	102.21	52.86	338.49	3660.30	194.70	38.87	155.83	60.58	155.00	156.00	56.15	2838.78	449.68	57.49	58.51	1299.19	191.64	191.98	1293.47	700.50	22.00	16.26	50.50	22.00	779449.08	68.58	11.02	0.32	0.46	0.35	0.27	0.29	0.41	0.44	0.37	7.00	1031.00	180.91	0.00	945.00	945.00	142.51	695.00	7	354.94	42.41	1.50	821.83	820.33	169.79	153.97	North American
15177	-123.5	47.5	55	14	124	193		NAM	80.97	74.35	378.17	4274.31	200.52	4.16	196.35	31.56	142.59	144.41	26.88	2226.89	366.11	38.92	62.90	1066.02	137.07	137.87	1058.72	584.25	59.00	11.10	33.10	59.00	376538.83	84.95	12.94	0.41	0.66	0.55	0.44	0.37	0.39	0.57	0.50	9.00	2359.00	1158.32	91.00	2418.00	2327.00	319.51	1163.00	0	0.00	0.00	13.40	1775.52	1762.12	593.56	474.14	North American
15307	6.5	47.5	67	15	174	256		ALPS_PYREN_CARP	96.80	74.43	294.09	6234.05	235.19	-17.88	253.07	66.36	72.98	184.30	15.18	1265.74	132.09	85.95	12.57	383.16	267.08	328.49	347.35	509.75	5.00	61.40	11.00	5.00	20857.13	9.20	2.70	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	15.00	1219.00	442.00	371.00	611.00	240.00	115.81	466.00	0	0.00	0.00	222.97	1146.41	923.45	515.91	229.53	Eurasian
15310	9.5	47.5	73	17	172	262		ALPS_PYREN_CARP	79.68	78.92	296.54	6517.79	219.46	-46.68	266.15	166.18	4.44	169.76	-6.42	1317.68	158.39	78.58	26.12	468.54	243.16	458.06	257.27	503.00	13.00	15.53	44.90	13.00	497648.82	90.42	13.18	0.35	0.46	0.35	0.26	0.19	0.17	0.17	0.27	19.00	2531.00	1560.23	248.00	2400.00	2152.00	242.61	1344.00	0	0.00	0.00	394.00	2109.41	1715.41	798.06	395.45	Eurasian
15311	10.5	47.5	70	16	168	254	ALPS_PYREN	ALPS_PYREN_CARP	52.52	81.36	301.39	6546.70	192.95	-77.02	269.97	140.15	-8.12	142.97	-34.36	1337.84	171.03	78.17	29.33	503.74	246.47	488.69	264.70	509.75	14.00	25.52	114.10	14.00	1528469.65	252.81	32.47	0.20	0.24	0.24	0.23	0.22	0.21	0.19	0.22	14.00	2774.00	1008.21	380.00	1500.00	1120.00	367.84	1368.00	1	990.27	170.25	593.00	2868.52	2275.52	1254.85	527.35	Eurasian
15312	11.5	47.5	72	16	168	256	ALPS_PYREN	ALPS_PYREN_CARP	53.37	83.05	301.31	6676.53	195.59	-80.04	275.63	141.68	-28.87	144.96	-36.12	1220.33	166.05	62.32	35.91	489.24	193.58	473.53	210.24	506.00	68.00	14.10	57.40	68.00	674529.31	129.84	18.51	0.31	0.36	0.36	0.32	0.36	0.45	0.45	0.38	16.00	2970.00	1763.59	0.00	3470.00	3470.00	401.25	1320.00	4	807.91	138.46	490.21	2922.03	2431.83	1230.12	583.64	Eurasian
15313	12.5	47.5	71	14	159	244	ALPS_PYREN	ALPS_PYREN_CARP	50.25	83.12	297.91	6798.02	193.39	-85.66	279.04	139.80	-28.76	142.87	-41.86	1344.81	180.58	71.30	34.05	530.75	224.72	517.34	248.42	436.50	35.00	18.10	160.90	35.00	842980.79	96.54	14.37	0.31	0.29	0.29	0.27	0.20	0.21	0.20	0.24	19.00	3322.00	1621.94	560.00	2700.00	2140.00	428.23	1231.00	6	1218.10	274.89	398.90	2928.97	2530.07	1269.81	644.96	Eurasian
15314	13.5	47.5	69	13	153	235	ALPS_PYREN	ALPS_PYREN_CARP	48.65	82.62	293.47	6922.97	192.74	-88.82	281.56	139.28	-38.98	142.45	-45.81	1337.77	180.00	69.56	32.43	522.86	220.24	508.50	251.38	481.00	31.00	39.17	186.00	31.00	423586.86	99.46	16.11	0.21	0.21	0.21	0.20	0.17	0.19	0.20	0.20	17.00	2912.00	1269.77	0.00	2550.00	2550.00	453.61	1410.00	0	0.00	0.00	420.52	2621.52	2201.00	1242.13	508.26	Eurasian
15315	14.5	47.5	70	13	147	230	ALPS_PYREN	ALPS_PYREN_CARP	53.54	81.44	287.35	7044.20	198.76	-84.68	283.43	145.18	-35.00	148.48	-42.75	1103.26	152.86	54.66	34.87	441.19	175.75	420.13	204.26	471.25	8.00	36.68	45.00	8.00	2783515.23	162.00	20.70	0.12	0.14	0.14	0.14	0.14	0.15	0.15	0.14	15.00	2260.00	663.00	-1695.00	1400.00	3095.00	387.90	1356.00	0	0.00	0.00	381.62	2003.00	1621.38	1096.27	378.86	Eurasian
15317	16.5	47.5	73	17	186	276		ALPS_PYREN_CARP	100.75	80.32	273.44	7499.60	253.88	-39.87	293.75	196.73	3.43	200.85	-2.69	709.38	93.80	31.17	34.96	272.57	95.00	255.01	103.72	539.25	8.00	20.00	39.30	8.00	34191.15	10.87	3.29	0.24	0.23	0.23	0.23	0.22	0.23	0.23	0.23	15.00	1203.00	484.13	300.00	1070.00	770.00	52.15	452.00	0	0.00	0.00	88.97	1101.86	1012.90	279.10	153.59	Eurasian
15324	23.5	47.5	74	17	162	253		ALPS_PYREN_CARP	89.90	78.71	260.85	7946.72	243.19	-58.56	301.75	171.13	17.44	192.79	-20.69	763.35	104.17	41.13	30.89	289.73	125.81	240.34	163.94	558.75	7.00	63.71	8.10	7.00	58474.26	13.76	3.88	0.05	0.24	0.24	0.24	0.24	0.26	0.26	0.25	11.00	1293.00	560.71	215.00	1550.00	1335.00	116.93	423.00	0	0.00	0.00	110.28	1108.76	998.48	385.51	198.36	Eurasian
15325	24.5	47.5	73	10	162	245		ALPS_PYREN_CARP	62.39	76.75	258.01	7893.30	213.40	-84.06	297.46	158.38	-31.71	164.93	-46.29	898.35	121.86	45.86	33.11	350.94	141.59	298.26	164.83	549.00	26.00	13.92	55.80	26.00	177085.89	58.05	11.85	0.31	0.29	0.27	0.19	0.18	0.20	0.20	0.22	13.00	2022.00	929.04	350.00	2020.00	1670.00	240.73	654.00	0	0.00	0.00	286.45	1680.28	1393.83	822.01	344.36	Eurasian
15665	4.5	46.5	61	15	160	236		ALPS_PYREN_CARP	112.58	74.78	297.14	6125.00	252.39	0.70	251.69	101.40	68.70	199.48	32.33	886.51	88.88	59.41	12.83	260.93	180.57	224.70	221.00	593.50	7.00	185.29	159.00	7.00	40591.35	23.78	7.09	0.04	0.02	0.02	0.02	0.02	0.02	0.02	0.02	16.00	843.00	435.71	268.00	551.00	283.00	72.50	349.00	0	0.00	0.00	173.79	739.03	565.24	333.28	119.08	Eurasian
15668	7.5	46.5	80	15	169	264	ALPS_PYREN	ALPS_PYREN_CARP	45.45	79.57	298.26	6467.87	188.35	-78.46	266.81	109.06	0.38	136.27	-39.05	1114.48	124.71	71.10	18.95	362.89	220.31	352.81	240.27	494.50	86.00	6.63	25.70	86.00	2801424.02	254.94	29.52	0.49	0.40	0.29	0.18	0.25	0.20	0.19	0.25	20.00	4081.00	1518.17	265.00	3310.00	3045.00	508.79	1673.00	15	493.75	112.63	429.28	3495.00	3065.72	1527.70	738.99	Eurasian
15669	8.5	46.5	78	15	159	252	ALPS_PYREN	ALPS_PYREN_CARP	37.37	78.46	294.55	6492.49	179.56	-86.92	266.48	89.06	-33.81	128.62	-47.66	1589.60	182.65	88.38	24.09	528.80	271.81	471.72	277.11	459.00	252.00	6.88	13.30	252.00	1168376.30	177.81	22.77	0.47	0.37	0.28	0.24	0.29	0.26	0.28	0.28	20.00	3927.00	1313.52	225.00	2960.00	2735.00	642.50	1712.00	45	881.15	223.89	259.66	3398.14	3138.48	1684.86	635.46	Eurasian
15670	9.5	46.5	78	11	157	246	ALPS_PYREN	ALPS_PYREN_CARP	31.10	79.53	295.36	6546.43	173.55	-95.80	269.35	103.23	-46.15	123.17	-55.19	1274.59	155.49	60.07	30.58	449.58	189.00	429.45	205.19	482.50	95.00	11.46	30.60	95.00	1369532.81	184.96	22.50	0.34	0.30	0.27	0.21	0.17	0.18	0.20	0.22	17.00	3790.00	1510.24	5.00	3100.00	3095.00	610.45	1551.00	5	901.09	186.26	233.07	3200.10	2967.03	1771.47	596.11	Eurasian
15671	10.5	46.5	76	9	146	231	ALPS_PYREN	ALPS_PYREN_CARP	13.75	79.94	295.48	6554.91	154.92	-115.69	270.61	87.00	-62.92	105.67	-73.48	946.54	119.43	44.52	31.83	344.41	140.56	333.04	155.97	493.00	62.00	16.10	25.10	62.00	454223.87	115.73	17.27	0.24	0.28	0.27	0.27	0.25	0.19	0.18	0.24	17.00	3726.00	1883.61	100.00	3558.00	3458.00	607.34	1194.00	6	877.44	164.04	551.34	3044.00	2492.66	2066.10	533.46	Eurasian
15672	11.5	46.5	78	9	141	228	ALPS_PYREN	ALPS_PYREN_CARP	46.40	82.20	293.59	6771.72	190.13	-89.93	280.06	126.49	-39.17	140.16	-44.93	925.64	116.22	40.51	34.63	341.76	123.98	324.38	132.64	556.25	98.00	20.55	161.30	98.00	648399.95	133.96	20.53	0.27	0.29	0.29	0.28	0.23	0.25	0.22	0.26	18.00	3275.00	1358.15	356.00	3480.00	3124.00	531.47	1489.00	14	634.99	117.70	277.03	2861.38	2584.34	1508.94	578.36	Eurasian
15673	12.5	46.5	78	14	149	241	ALPS_PYREN	ALPS_PYREN_CARP	51.50	82.67	291.23	6883.83	196.38	-87.57	283.95	120.17	-35.88	146.10	-42.04	1192.29	136.43	59.71	26.54	399.82	182.19	363.26	197.40	583.50	52.00	14.58	20.30	52.00	475503.28	96.39	14.91	0.24	0.20	0.20	0.19	0.17	0.17	0.13	0.18	16.00	3356.00	1601.98	750.00	2800.00	2050.00	506.80	1459.00	1	399.77	61.41	58.69	2716.28	2657.59	1351.38	627.45	Eurasian
